/mnt/blob/datasets/data/ucf101/videos/Archery/v_Archery_g18_c07.avi 2
/mnt/blob/datasets/data/ucf101/videos/HeadMassage/v_HeadMassage_g17_c05.avi 38
/mnt/blob/datasets/data/ucf101/videos/IceDancing/v_IceDancing_g13_c05.avi 43
/mnt/blob/datasets/data/ucf101/videos/GolfSwing/v_GolfSwing_g24_c05.avi 32
/mnt/blob/datasets/data/ucf101/videos/Knitting/v_Knitting_g22_c04.avi 49
/mnt/blob/datasets/data/ucf101/videos/Shotput/v_Shotput_g20_c02.avi 78
/mnt/blob/datasets/data/ucf101/videos/LongJump/v_LongJump_g18_c02.avi 50
/mnt/blob/datasets/data/ucf101/videos/Hammering/v_Hammering_g17_c05.avi 34
/mnt/blob/datasets/data/ucf101/videos/Rowing/v_Rowing_g14_c07.avi 75
/mnt/blob/datasets/data/ucf101/videos/SumoWrestling/v_SumoWrestling_g23_c01.avi 86
/mnt/blob/datasets/data/ucf101/videos/WritingOnBoard/v_WritingOnBoard_g14_c03.avi 99
/mnt/blob/datasets/data/ucf101/videos/SalsaSpin/v_SalsaSpin_g23_c03.avi 76
/mnt/blob/datasets/data/ucf101/videos/TableTennisShot/v_TableTennisShot_g16_c01.avi 89
/mnt/blob/datasets/data/ucf101/videos/PushUps/v_PushUps_g16_c01.avi 71
/mnt/blob/datasets/data/ucf101/videos/WalkingWithDog/v_WalkingWithDog_g20_c07.avi 97
/mnt/blob/datasets/data/ucf101/videos/ShavingBeard/v_ShavingBeard_g11_c03.avi 77
/mnt/blob/datasets/data/ucf101/videos/PlayingDhol/v_PlayingDhol_g08_c03.avi 60
/mnt/blob/datasets/data/ucf101/videos/Fencing/v_Fencing_g13_c04.avi 27
/mnt/blob/datasets/data/ucf101/videos/BandMarching/v_BandMarching_g11_c03.avi 5
/mnt/blob/datasets/data/ucf101/videos/BoxingPunchingBag/v_BoxingPunchingBag_g16_c02.avi 16
/mnt/blob/datasets/data/ucf101/videos/PoleVault/v_PoleVault_g23_c02.avi 67
/mnt/blob/datasets/data/ucf101/videos/BlowingCandles/v_BlowingCandles_g13_c01.avi 13
/mnt/blob/datasets/data/ucf101/videos/BaseballPitch/v_BaseballPitch_g18_c04.avi 6
/mnt/blob/datasets/data/ucf101/videos/BenchPress/v_BenchPress_g08_c03.avi 9
/mnt/blob/datasets/data/ucf101/videos/CleanAndJerk/v_CleanAndJerk_g22_c01.avi 20
/mnt/blob/datasets/data/ucf101/videos/TrampolineJumping/v_TrampolineJumping_g08_c03.avi 93
/mnt/blob/datasets/data/ucf101/videos/Lunges/v_Lunges_g24_c02.avi 51
/mnt/blob/datasets/data/ucf101/videos/WallPushups/v_WallPushups_g25_c04.avi 98
/mnt/blob/datasets/data/ucf101/videos/BoxingSpeedBag/v_BoxingSpeedBag_g11_c06.avi 17
/mnt/blob/datasets/data/ucf101/videos/PullUps/v_PullUps_g19_c03.avi 69
/mnt/blob/datasets/data/ucf101/videos/SoccerJuggling/v_SoccerJuggling_g19_c07.avi 83
/mnt/blob/datasets/data/ucf101/videos/TennisSwing/v_TennisSwing_g09_c01.avi 91
/mnt/blob/datasets/data/ucf101/videos/ApplyLipstick/v_ApplyLipstick_g21_c04.avi 1
/mnt/blob/datasets/data/ucf101/videos/FrisbeeCatch/v_FrisbeeCatch_g10_c05.avi 30
/mnt/blob/datasets/data/ucf101/videos/StillRings/v_StillRings_g21_c07.avi 85
/mnt/blob/datasets/data/ucf101/videos/HandstandWalking/v_HandstandWalking_g20_c02.avi 37
/mnt/blob/datasets/data/ucf101/videos/JavelinThrow/v_JavelinThrow_g12_c01.avi 44
/mnt/blob/datasets/data/ucf101/videos/Biking/v_Biking_g22_c04.avi 10
/mnt/blob/datasets/data/ucf101/videos/VolleyballSpiking/v_VolleyballSpiking_g23_c01.avi 96
/mnt/blob/datasets/data/ucf101/videos/Basketball/v_Basketball_g11_c01.avi 7
/mnt/blob/datasets/data/ucf101/videos/BasketballDunk/v_BasketballDunk_g14_c05.avi 8
/mnt/blob/datasets/data/ucf101/videos/CuttingInKitchen/v_CuttingInKitchen_g25_c04.avi 24
/mnt/blob/datasets/data/ucf101/videos/ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi 0
/mnt/blob/datasets/data/ucf101/videos/Haircut/v_Haircut_g23_c05.avi 33
/mnt/blob/datasets/data/ucf101/videos/RopeClimbing/v_RopeClimbing_g24_c04.avi 74
/mnt/blob/datasets/data/ucf101/videos/UnevenBars/v_UnevenBars_g23_c01.avi 95
/mnt/blob/datasets/data/ucf101/videos/HorseRace/v_HorseRace_g25_c03.avi 40
/mnt/blob/datasets/data/ucf101/videos/YoYo/v_YoYo_g25_c02.avi 100
/mnt/blob/datasets/data/ucf101/videos/HammerThrow/v_HammerThrow_g19_c07.avi 35
/mnt/blob/datasets/data/ucf101/videos/FrontCrawl/v_FrontCrawl_g24_c04.avi 31
/mnt/blob/datasets/data/ucf101/videos/CricketShot/v_CricketShot_g16_c04.avi 23
/mnt/blob/datasets/data/ucf101/videos/HulaHoop/v_HulaHoop_g13_c04.avi 42
/mnt/blob/datasets/data/ucf101/videos/PlayingDaf/v_PlayingDaf_g22_c03.avi 59
/mnt/blob/datasets/data/ucf101/videos/JumpRope/v_JumpRope_g22_c06.avi 47
/mnt/blob/datasets/data/ucf101/videos/PlayingCello/v_PlayingCello_g18_c02.avi 58
/mnt/blob/datasets/data/ucf101/videos/PommelHorse/v_PommelHorse_g22_c07.avi 68
/mnt/blob/datasets/data/ucf101/videos/Surfing/v_Surfing_g17_c01.avi 87
/mnt/blob/datasets/data/ucf101/videos/Diving/v_Diving_g14_c03.avi 25
/mnt/blob/datasets/data/ucf101/videos/Skiing/v_Skiing_g15_c03.avi 80
/mnt/blob/datasets/data/ucf101/videos/Drumming/v_Drumming_g12_c01.avi 26
/mnt/blob/datasets/data/ucf101/videos/HorseRiding/v_HorseRiding_g19_c04.avi 41
/mnt/blob/datasets/data/ucf101/videos/JumpingJack/v_JumpingJack_g25_c03.avi 46
/mnt/blob/datasets/data/ucf101/videos/Nunchucks/v_Nunchucks_g13_c07.avi 55
/mnt/blob/datasets/data/ucf101/videos/Swing/v_Swing_g18_c02.avi 88
/mnt/blob/datasets/data/ucf101/videos/FloorGymnastics/v_FloorGymnastics_g18_c05.avi 29
/mnt/blob/datasets/data/ucf101/videos/CliffDiving/v_CliffDiving_g18_c05.avi 21
/mnt/blob/datasets/data/ucf101/videos/JugglingBalls/v_JugglingBalls_g15_c03.avi 45
/mnt/blob/datasets/data/ucf101/videos/Billiards/v_Billiards_g14_c06.avi 11
/mnt/blob/datasets/data/ucf101/videos/SkateBoarding/v_SkateBoarding_g19_c02.avi 79
/mnt/blob/datasets/data/ucf101/videos/PlayingFlute/v_PlayingFlute_g24_c01.avi 61
/mnt/blob/datasets/data/ucf101/videos/SoccerPenalty/v_SoccerPenalty_g22_c05.avi 84
/mnt/blob/datasets/data/ucf101/videos/PlayingViolin/v_PlayingViolin_g10_c04.avi 66
/mnt/blob/datasets/data/ucf101/videos/Rafting/v_Rafting_g19_c03.avi 72
/mnt/blob/datasets/data/ucf101/videos/Typing/v_Typing_g25_c02.avi 94
/mnt/blob/datasets/data/ucf101/videos/BabyCrawling/v_BabyCrawling_g18_c05.avi 3
/mnt/blob/datasets/data/ucf101/videos/HighJump/v_HighJump_g25_c03.avi 39
/mnt/blob/datasets/data/ucf101/videos/PlayingGuitar/v_PlayingGuitar_g13_c07.avi 62
/mnt/blob/datasets/data/ucf101/videos/Punch/v_Punch_g22_c04.avi 70
/mnt/blob/datasets/data/ucf101/videos/SkyDiving/v_SkyDiving_g15_c03.avi 82
/mnt/blob/datasets/data/ucf101/videos/MoppingFloor/v_MoppingFloor_g19_c02.avi 54
/mnt/blob/datasets/data/ucf101/videos/Mixing/v_Mixing_g15_c02.avi 53
/mnt/blob/datasets/data/ucf101/videos/PlayingPiano/v_PlayingPiano_g19_c01.avi 63
/mnt/blob/datasets/data/ucf101/videos/HandstandPushups/v_HandStandPushups_g21_c03.avi 36
/mnt/blob/datasets/data/ucf101/videos/PlayingSitar/v_PlayingSitar_g10_c07.avi 64
/mnt/blob/datasets/data/ucf101/videos/PizzaTossing/v_PizzaTossing_g14_c04.avi 57
/mnt/blob/datasets/data/ucf101/videos/ParallelBars/v_ParallelBars_g12_c01.avi 56
/mnt/blob/datasets/data/ucf101/videos/Skijet/v_Skijet_g22_c02.avi 81
/mnt/blob/datasets/data/ucf101/videos/Kayaking/v_Kayaking_g08_c03.avi 48
/mnt/blob/datasets/data/ucf101/videos/FieldHockeyPenalty/v_FieldHockeyPenalty_g21_c02.avi 28
/mnt/blob/datasets/data/ucf101/videos/RockClimbingIndoor/v_RockClimbingIndoor_g09_c04.avi 73
/mnt/blob/datasets/data/ucf101/videos/ThrowDiscus/v_ThrowDiscus_g14_c02.avi 92
/mnt/blob/datasets/data/ucf101/videos/Bowling/v_Bowling_g17_c06.avi 15
/mnt/blob/datasets/data/ucf101/videos/BodyWeightSquats/v_BodyWeightSquats_g13_c04.avi 14
