/mnt/blob/datasets/data/kinetics400/videos_train/playing_ukulele/OELUl7M9SMw_000022_000032.mp4 249
/mnt/blob/datasets/data/kinetics400/videos_train/answering_questions/rGck6KiZGu8_000903_000913.mp4 2
/mnt/blob/datasets/data/kinetics400/videos_train/swimming_breast_stroke/2LXYREvuGgI_000101_000111.mp4 340
/mnt/blob/datasets/data/kinetics400/videos_train/hitting_baseball/1zpkVUBxlg0_000022_000032.mp4 153
/mnt/blob/datasets/data/kinetics400/videos_train/headbanging/ocs9PbO-hI4_000071_000081.mp4 149
/mnt/blob/datasets/data/kinetics400/videos_train/wrapping_present/lp9yjvGLPvc_000022_000032.mp4 394
/mnt/blob/datasets/data/kinetics400/videos_train/answering_questions/AqCV6J27onY_000484_000494.mp4 2
/mnt/blob/datasets/data/kinetics400/videos_train/singing/mlymRPhBUuY_000080_000090.mp4 304
/mnt/blob/datasets/data/kinetics400/videos_train/tickling/s4rEdxqG9qk_000065_000075.mp4 359
/mnt/blob/datasets/data/kinetics400/videos_train/pumping_gas/ul3tQDvojHc_000331_000341.mp4 257
/mnt/blob/datasets/data/kinetics400/videos_train/doing_laundry/ePZMkzBGQPs_000194_000204.mp4 96
/mnt/blob/datasets/data/kinetics400/videos_train/headbanging/IWvagDN7PHo_000047_000057.mp4 149
/mnt/blob/datasets/data/kinetics400/videos_train/riding_a_bike/KqBopb6sIw8_000007_000017.mp4 267
/mnt/blob/datasets/data/kinetics400/videos_train/cooking_egg/42dbuhteL4o_000070_000080.mp4 71
/mnt/blob/datasets/data/kinetics400/videos_train/high_jump/Yosl9f1nPwk_000000_000010.mp4 151
/mnt/blob/datasets/data/kinetics400/videos_train/blasting_sand/fXwnRcs9mKA_000004_000014.mp4 23
/mnt/blob/datasets/data/kinetics400/videos_train/playing_paintball/DVBDBXg3FRo_000033_000043.mp4 240
/mnt/blob/datasets/data/kinetics400/videos_train/triple_jump/AZ6JGlR1toA_000026_000036.mp4 367
